sentiment,text,positive,negative
pos,"if you're part of her targeted audience , you'll cheer . otherwise , maybe .",2,1
pos,"while guzmán frustratingly refuses to give pinochet's crimes a political context , his distance from the material is mostly admirable .",2,4
neg,"it seems just a long , convoluted ploy to get men into drag -- period drag , no less .",5,2
pos,"desta vez , columbus capturou o pomo de ouro .",0,0
neg,it's like an all-star salute to disney's cheesy commercialism .,2,1
pos,"as home movie gone haywire , it's pretty enjoyable , but as sexual manifesto , i'd rather listen to old tori amos records .",5,4
neg," . . . a plotline that's as lumpy as two-day old porridge . . . the filmmakers' paws , sad to say , were all over this "" un-bear-able "" project !",0,4
neg,almost gags on its own gore .,0,2
neg,"a sour attempt at making a farrelly brothers-style , down-and-dirty laugher for the female set .",1,1
pos,"if you've ever wondered what an ending without the input of studio executives or test audiences would look like , here it is .",4,4
neg,"[t]hose same extremes prevent us from taking its message seriously , and the stepford wives mentality doesn't work in a modern context .",3,3
pos,"if you ignore the cliches and concentrate on city by the sea's interpersonal drama , it ain't half-bad .",2,2
pos,the best of the pierce brosnan james bond films to date .,2,1
pos,"an offbeat , sometimes gross and surprisingly appealing animated film about the true meaning of the holidays .",4,4
neg,"when cowering and begging at the feet a scruffy giannini , madonna gives her best performance since abel ferrara had her beaten to a pulp in his dangerous game .",5,8
pos,"this is mostly well-constructed fluff , which is all it seems intended to be .",1,1
neg,"imagine ( if possible ) a pasolini film without passion or politics , or an almodovar movie without beauty or humor , and you have some idea of the glum , numb experience of watching o fantasma .",6,4
pos,this is such a dazzlingly self-assured directorial debut that it's hard to know what to praise first .,3,2
neg,"a light , engaging comedy that fumbles away almost all of its accumulated enjoyment with a crucial third act miscalculation .",8,2
neg,holden caulfield did it better .,1,1
neg,"literally nothing in the pool is new , but if you grew up on the stalker flicks of the 1980's this one should appease you for 90 minutes .",1,3
pos,director andrew niccol . . . demonstrates a wry understanding of the quirks of fame . his healthy sense of satire is light and fun . . . .,8,2
pos,"the aaa of action , xxx is a blast of adrenalin , rated eee for excitement . and vin diesel is the man .",4,1
neg,there's not enough here to justify the almost two hours .,0,1
neg,just plain silly .,0,2
pos,"a tender , witty , captivating film about friendship , love , memory , trust and loyalty .",8,0
neg,"the script is a disaster , with cloying messages and irksome characters .",3,4
pos,despite its flaws . . . belinsky is still able to create an engaging story that keeps you guessing at almost every turn .,5,1
pos,"in a normal screen process , these bromides would be barely enough to sustain an interstitial program on the discovery channel . but in imax 3-d , the clichés disappear into the vertiginous perspectives opened up by the photography .",6,5
pos,a dashing and absorbing outing with one of france's most inventive directors .,5,0
pos, . . . there are enough moments of heartbreaking honesty to keep one glued to the screen .,1,2
neg,big fat liar is just futile silliness looking to tap into the kiddie sensibilities .,2,5
neg," . . . perhaps the heaviest , most joyless movie ever made about giant dragons taking over the world .",2,2
neg,obviou,0,0
pos,features one of the most affecting depictions of a love affair ever committed to film .,3,2
neg,i loved looking at this movie . i just didn't care as much for the story .,3,0
neg,"a standard police-oriented drama that , were it not for de niro's participation , would have likely wound up a tnt original .",3,1
pos,"the low-key direction is pleasingly emphatic in this properly intense , claustrophobic tale of obsessive love .",6,2
neg,exactly what you'd expect from a guy named kaos .,2,1
pos,"despite its flaws , crazy as hell marks an encouraging new direction for la salle .",4,3
pos,it's refreshing to see a romance this smart .,3,0
pos,"the powerful success of read my lips with such provocative material shows why , after only three films , director/co-writer jacques audiard , though little known in this country , belongs in the very top rank of french filmmakers .",8,3
neg,possibly not since grumpy old men have i heard a film so solidly connect with one demographic while striking out with another .,5,3
neg," a big , baggy , sprawling carnival of a movie , stretching out before us with little rhyme or reason .",5,1
neg,despite some gulps the film is a fuzzy huggy .,3,1
neg,"alex nohe's documentary plays like a travelogue for what mostly resembles a real-life , big-budget nc-17 version of tank girl .",5,2
pos,"despite the predictable parent vs . child coming-of-age theme , first-class , natural acting and a look at "" the real americans "" make this a charmer .",7,1
pos,even the digressions are funny .,1,0
pos,reign of fire looks as if it was made without much thought -- and is best watched that way .,4,1
pos,"dazzles with its fully-written characters , its determined stylishness ( which always relates to characters and story ) and johnny dankworth's best soundtrack in years .",8,0
neg,"the setting turns out to be more interesting than any of the character dramas , which never reach satisfying conclusions .",6,0
neg,"the movie barely makes sense , with its unbelievable naïveté and arbitrary flashbacks .",2,2
neg,"when the fire burns out , we've only come face-to-face with a couple dragons and that's where the film ultimately fails .",2,3
pos,"evokes a palpable sense of disconnection , made all the more poignant by the incessant use of cell phones .",1,3
pos,director rob marshall went out gunning to make a great one .,3,2
neg,"the tale of tok ( andy lau ) , a sleek sociopath on the trail of o ( takashi sorimachi ) , the most legendary of asian hitmen , is too scattershot to take hold .",4,4
pos,"not everyone will welcome or accept the trials of henry kissinger as faithful portraiture , but few can argue that the debate it joins is a necessary and timely one .",9,2
